latitude;longitude;local;tipo;estado;fonte
41.1584597;-8.6046088;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1613605;-8.6307497;Bird;twoWheeledVehicle;parked;veiculos_porto
41.148629;-8.6471982;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1503944;-8.6110544;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1707537;-8.6567157;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1506162;-8.6260437;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1475043;-8.667469;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1534632;-8.6081938;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1483955;-8.6597032;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1609802;-8.6283331;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1570682;-8.6675308;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1590017;-8.6220352;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1495895;-8.6110334;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1450417;-8.6063577;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1453171;-8.6158695;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1757768;-8.6350048;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1480293;-8.6525841;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1479787;-8.6147528;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1488827;-8.5947423;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1545405;-8.6628782;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1747423;-8.5990452;Bird;twoWheeledVehicle;parked;veiculos_porto
41.158535;-8.6277151;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1578751;-8.6655092;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1701965;-8.6573524;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1452572;-8.6173237;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1726646;-8.6883907;Bird;twoWheeledVehicle;parked;veiculos_porto
41.176857;-8.6460838;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1482678;-8.6147572;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1529715;-8.6617792;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1556473;-8.6284361;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1564457;-8.6046535;Bird;twoWheeledVehicle;parked;veiculos_porto
41.153934;-8.679122;Bird;bicycle;parked;veiculos_porto
41.1750247;-8.6459487;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1496413;-8.6049702;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1536941;-8.6083593;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1440773;-8.6220865;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1475181;-8.6675444;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1498985;-8.636385;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1594429;-8.6833916;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1605835;-8.643528;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1631812;-8.6236482;Bird;twoWheeledVehicle;parked;veiculos_porto
41.159061;-8.6300518;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1476135;-8.6716051;Bird;twoWheeledVehicle;broken;veiculos_porto
41.1560967;-8.57444;Bird;twoWheeledVehicle;broken;veiculos_porto
41.1506348;-8.6260138;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1701546;-8.6488752;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1503639;-8.6004639;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1584718;-8.6647127;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1582597;-8.6045177;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1481477;-8.628323;Bird;twoWheeledVehicle;onRoute;veiculos_porto
41.1506013;-8.6390488;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1690157;-8.6041163;Bird;twoWheeledVehicle;parked;veiculos_porto
41.166692;-8.625283;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.162735;-8.611458;Bolt;bicycle;parked;veiculos_porto
41.187331;-8.693396;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.179441;-8.693244;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.14591;-8.614366;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.146087;-8.596046;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.179847;-8.693841;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.209029;-8.688347;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.176204;-8.690805;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.136177;-8.625717;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.165456;-8.603844;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172997;-8.633236;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148822;-8.626808;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.233904;-8.670494;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.138922;-8.638533;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.146384;-8.615331;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.18989;-8.598117;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.164234;-8.662362;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153937;-8.679132;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.114643;-8.604821;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.128475;-8.667578;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.204413;-8.689148;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.172826;-8.680333;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.105533;-8.66131;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153469;-8.609723;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.151565;-8.606929;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.150307;-8.65554;Bolt;twoWheeledVehicle;parked;veiculos_porto
38.822277;-9.142147;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.148118;-8.674796;Bolt;bicycle;parked;veiculos_porto
41.146278;-8.638261;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.16432;-8.686724;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.14601;-8.601966;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.148266;-8.644674;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172893;-8.643337;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.179427;-8.6932;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.185072;-8.696695;Bolt;bicycle;broken;veiculos_porto
41.156988;-8.629684;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147241;-8.593002;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.165503;-8.603736;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177369;-8.590049;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149211;-8.611257;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148173;-8.58611;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.163231;-8.669327;Bolt;twoWheeledVehicle;parked;veiculos_porto
38.822212;-9.142042;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.115019;-8.583563;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.155483;-8.630114;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149588;-8.676075;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.161369;-8.67908;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.140735;-8.616852;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.174742;-8.598983;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.131311;-8.625695;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.15165;-8.627391;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.151173;-8.589977;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149584;-8.604861;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149943;-8.636394;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.156108;-8.663808;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.180833;-8.680803;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.157037;-8.681776;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149095;-8.609407;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.14765;-8.632371;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.146107;-8.595959;Bolt;twoWheeledVehicle;parked;veiculos_porto
38.822262;-9.142111;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.154246;-8.645918;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.141699;-8.648753;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.170062;-8.63214;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.15009;-8.612913;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.162904;-8.597798;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.157439;-8.625475;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.182455;-8.684069;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.182695;-8.694424;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.163855;-8.620355;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.15954;-8.683402;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147873;-8.624306;Bolt;twoWheeledVehicle;parked;veiculos_porto
38.822212;-9.142115;Bolt;twoWheeledVehicle;broken;veiculos_porto
38.821899;-9.142065;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.147115;-8.620449;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.161083;-8.681661;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.18743;-8.634392;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.176695;-8.688893;Bolt;twoWheeledVehicle;parked;veiculos_porto
40.210495;-8.397961;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.107678;-8.65521;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.139528;-8.601158;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.178905;-8.684413;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.180419;-8.666483;Bolt;bicycle;parked;veiculos_porto
41.123676;-8.666518;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.165521;-8.603694;Bolt;twoWheeledVehicle;parked;veiculos_porto
38.822243;-9.142138;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.163349;-8.615988;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.165074;-8.598791;Bolt;bicycle;parked;veiculos_porto
41.142078;-8.61451;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.14836;-8.599;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.187265;-8.654419;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.179993;-8.693838;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.166598;-8.625123;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.159642;-8.666506;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.156158;-8.66386;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.17843;-8.675758;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.16005;-8.610007;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.184031;-8.668702;Bolt;bicycle;parked;veiculos_porto
41.173749;-8.689254;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.114972;-8.58345;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.170045;-8.657428;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.115002;-8.583405;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.1077;-8.655219;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.107639;-8.655194;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.163017;-8.591912;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.176252;-8.690814;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.146783;-8.606441;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.150255;-8.655641;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.13749;-8.608889;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.14588;-8.600523;Bolt;twoWheeledVehicle;parked;veiculos_porto
38.822166;-9.142047;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.150118;-8.612729;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148043;-8.652731;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.174699;-8.599009;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.173815;-8.689309;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.143688;-8.61078;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.173892;-8.680946;Bolt;bicycle;broken;veiculos_porto
41.173922;-8.689262;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.158898;-8.621642;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.131202;-8.625647;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.17761;-8.605324;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.165671;-8.671931;Bird;bicycle;outOfService;veiculos_porto
41.163104;-8.597859;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.154613;-8.602801;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148273;-8.644656;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.200306;-8.656399;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.155032;-8.612316;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147378;-8.593452;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.161779;-8.60365;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153379;-8.605402;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172721;-8.647084;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.140926;-8.617367;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.174851;-8.660544;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177204;-8.590392;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.166969;-8.589028;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.155427;-8.671815;Bolt;bicycle;parked;veiculos_porto
41.143762;-8.612862;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.173835;-8.680887;Bolt;bicycle;parked;veiculos_porto
41.160327;-8.623347;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.161105;-8.646638;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172601;-8.611205;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147493;-8.667527;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.155055;-8.612422;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.173015;-8.633265;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.154357;-8.602688;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.152751;-8.608303;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177239;-8.59041;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.19379;-8.696247;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.143944;-8.621942;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.167839;-8.65937;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.146005;-8.614298;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148205;-8.586075;Bolt;bicycle;parked;veiculos_porto
41.1617;-8.586856;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.175367;-8.634682;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.15549;-8.629415;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.189756;-8.598281;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.146111;-8.595965;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172608;-8.61129;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.17708;-8.594571;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.156903;-8.628482;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.145248;-8.617329;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.145067;-8.606022;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.1482;-8.586084;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.173656;-8.654023;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177214;-8.590358;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.158624;-8.627681;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.160292;-8.643886;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.172101;-8.680168;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.156971;-8.629727;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.156785;-8.604685;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.15389;-8.612033;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149671;-8.604927;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148344;-8.599155;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.163346;-8.586215;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147623;-8.672239;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153685;-8.608425;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.1623;-8.606589;Bird;bicycle;parked;veiculos_porto
41.177267;-8.590432;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148167;-8.586069;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172635;-8.611084;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149488;-8.675934;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.17737;-8.590068;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148555;-8.670003;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.1532633;-8.6062925;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1491928;-8.6114578;Bird;twoWheeledVehicle;parked;veiculos_porto
41.161826;-8.603515;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.178837;-8.600044;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172611;-8.611289;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.155636;-8.630055;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177402;-8.590033;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177337;-8.590043;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.161616;-8.603771;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148148;-8.586048;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177325;-8.59005;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.22233;-8.632188;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177229;-8.590377;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.15373;-8.605341;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.143956;-8.622075;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.166647;-8.625057;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.222279;-8.640161;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147512;-8.667539;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.18275;-8.68018;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177218;-8.590401;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.1462174;-8.6154471;Bird;twoWheeledVehicle;parked;veiculos_porto
41.173858;-8.602266;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.161115;-8.646687;Bird;bicycle;broken;veiculos_porto
41.150523;-8.625885;Bird;bicycle;parked;veiculos_porto
41.17261;-8.611334;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.146014;-8.595982;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.174798;-8.599095;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.146088;-8.595997;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.16824;-8.659121;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.189706;-8.598268;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.152202;-8.60719;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.173687;-8.653929;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.159583;-8.666147;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.222361;-8.632263;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.178521;-8.675831;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147808;-8.665651;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148266;-8.586033;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147936;-8.608362;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.163276;-8.616114;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177236;-8.59039;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.154;-8.612103;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.147834;-8.618154;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.174724;-8.598959;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.161073;-8.64661;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177236;-8.590477;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.143673;-8.610778;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153742;-8.608357;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.1490772;-8.6097018;Bird;twoWheeledVehicle;parked;veiculos_porto
41.153744;-8.6097;Bird;bicycle;parked;veiculos_porto
41.148403;-8.637863;Bird;bicycle;parked;veiculos_porto
41.1474991;-8.6674328;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1576218;-8.6275192;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1501253;-8.6179973;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1490843;-8.6097012;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1758182;-8.6349038;Bird;twoWheeledVehicle;parked;veiculos_porto
41.162733;-8.611405;Bird;bicycle;parked;veiculos_porto
41.164277;-8.68645;Bird;bicycle;parked;veiculos_porto
41.159451;-8.666112;Bird;bicycle;parked;veiculos_porto
41.1473389;-8.6606283;Bird;twoWheeledVehicle;parked;veiculos_porto
41.145797;-8.614257;Bird;bicycle;parked;veiculos_porto
41.1589988;-8.6302918;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1490593;-8.6097136;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1485193;-8.6450138;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1587713;-8.6336728;Bird;twoWheeledVehicle;parked;veiculos_porto
41.1479727;-8.6147902;Bird;twoWheeledVehicle;parked;veiculos_porto
41.139948;-8.593645;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.153067;-8.599737;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.166611;-8.680318;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.156704;-8.604613;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148053;-8.608288;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148937;-8.626572;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.176605;-8.687377;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149579;-8.676008;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149079;-8.662433;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.198604;-8.643445;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172716;-8.611138;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153991;-8.671597;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149244;-8.611593;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.17256;-8.688325;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.176171;-8.690891;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147493;-8.667536;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.176206;-8.690903;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.16575;-8.671984;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149929;-8.636384;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.17889;-8.684507;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.187388;-8.634463;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.151181;-8.589973;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.154555;-8.602783;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153125;-8.605574;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.161976;-8.612627;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149441;-8.675988;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153398;-8.652928;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.167462;-8.659722;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.157932;-8.665539;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148278;-8.644739;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172633;-8.611268;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.1485;-8.599092;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.140896;-8.617414;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.168353;-8.638747;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.151243;-8.58999;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147807;-8.586217;Bolt;twoWheeledVehicle;broken;veiculos_porto
41.151492;-8.61804;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147623;-8.671708;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.174732;-8.599024;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149408;-8.625679;Bolt;bicycle;parked;veiculos_porto
41.143652;-8.612665;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.14834;-8.659706;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.146061;-8.595969;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.156891;-8.62844;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.146865;-8.606357;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149452;-8.676009;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.155159;-8.618441;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.16553;-8.636047;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.147887;-8.624359;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.154622;-8.603057;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.166466;-8.625155;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.164699;-8.640641;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.178545;-8.67584;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.172665;-8.688481;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.166577;-8.625162;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.169757;-8.635186;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.154223;-8.673935;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.153897;-8.612138;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.177299;-8.590365;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.148052;-8.652607;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.166701;-8.625102;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.165478;-8.603711;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.173792;-8.689304;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149681;-8.611162;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.150245;-8.610774;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.179911;-8.692119;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.173087;-8.633214;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.149448;-8.675962;Bolt;twoWheeledVehicle;parked;veiculos_porto
41.157309;-8.618018;Bolt;twoWheeledVehicle;parked;veiculos_porto
